fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber.y,Obj.ID,SC.pass,foci.pass,curated.1pass.0fail,curation.notes,hand.foci.count,Foci1,Foci2,Foci3,notes
10jun19_31may19_SKIVE_f6_sp1_10_rev,86,8.5292,0.098631,13,10jun19_31may19_SKIVE_f6_sp1_10_rev_13,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_10_rev,88,2.3188,0.026215,14,10jun19_31may19_SKIVE_f6_sp1_10_rev_14,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_10_rev,46,4.5701,0.099853,15,10jun19_31may19_SKIVE_f6_sp1_10_rev_15,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_10_rev,64,2.2857,0.035456,5,10jun19_31may19_SKIVE_f6_sp1_10_rev_5,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_16.1_rev,88,1.1329,0.012819,13,10jun19_31may19_SKIVE_f6_sp1_16.1_rev_13,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_16.1_rev,88,1.1329,0.012819,13,10jun19_31may19_SKIVE_f6_sp1_16.1_rev_13,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_16.1_rev,25,12.4161,0.5057,4,10jun19_31may19_SKIVE_f6_sp1_16.1_rev_4,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_21_rev,74,2.5649,0.034862,10,10jun19_31may19_SKIVE_f6_sp1_21_rev_10,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_21_rev,48,4.5693,0.095535,13,10jun19_31may19_SKIVE_f6_sp1_21_rev_13,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_21_rev,102,3.6138,0.035448,7,10jun19_31may19_SKIVE_f6_sp1_21_rev_7,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_25_rev,322,5.0884,0.015791,14,10jun19_31may19_SKIVE_f6_sp1_25_rev_14,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_32.2_rev,58,4.7011,0.080898,13,10jun19_31may19_SKIVE_f6_sp1_32.2_rev_13,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_34_rev,73,0.247,0.0034052,11,10jun19_31may19_SKIVE_f6_sp1_34_rev_11,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_34_rev,63,3.9437,0.062909,24,10jun19_31may19_SKIVE_f6_sp1_34_rev_24,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_34_rev,81,2.0896,0.025687,7,10jun19_31may19_SKIVE_f6_sp1_34_rev_7,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_43_rev,53,2.932,0.055417,11,10jun19_31may19_SKIVE_f6_sp1_43_rev_11,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_45_rev,113,2.4242,0.021386,2,10jun19_31may19_SKIVE_f6_sp1_45_rev_2,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_45_rev,84,4.0625,0.048247,4,10jun19_31may19_SKIVE_f6_sp1_45_rev_4,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_47_rev,140,2.4242,0.017354,5,10jun19_31may19_SKIVE_f6_sp1_47_rev_5,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_55_rev,56,3.6464,0.064782,12,10jun19_31may19_SKIVE_f6_sp1_55_rev_12,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_55_rev,84,6.068,0.071951,18,10jun19_31may19_SKIVE_f6_sp1_55_rev_18,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_56_rev,115,2.2222,0.019277,11,10jun19_31may19_SKIVE_f6_sp1_56_rev_11,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_56_rev,103,13.7466,0.13294,13,10jun19_31may19_SKIVE_f6_sp1_56_rev_13,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_56_rev,164,4.4663,0.027234,3,10jun19_31may19_SKIVE_f6_sp1_56_rev_3,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_59.1_rev,69,4.6863,0.067626,20,10jun19_31may19_SKIVE_f6_sp1_59.1_rev_20,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_60_rev,143,4.3375,0.030407,1,10jun19_31may19_SKIVE_f6_sp1_60_rev_1,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_60_rev,95,16.8865,0.17744,9,10jun19_31may19_SKIVE_f6_sp1_60_rev_9,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_7_rev,85,12.2218,0.14462,10,10jun19_31may19_SKIVE_f6_sp1_7_rev_10,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_7_rev,62,8.3689,0.13466,28,10jun19_31may19_SKIVE_f6_sp1_7_rev_28,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_7_rev,57,3.9261,0.069382,31,10jun19_31may19_SKIVE_f6_sp1_7_rev_31,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_7_rev,89,3.3987,0.038372,7,10jun19_31may19_SKIVE_f6_sp1_7_rev_7,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_7_rev,58,2.7491,0.047355,8,10jun19_31may19_SKIVE_f6_sp1_7_rev_8,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_8_rev,58,7.7121,0.13293,1,10jun19_31may19_SKIVE_f6_sp1_8_rev_1,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_8_rev,47,4.3528,0.092013,13,10jun19_31may19_SKIVE_f6_sp1_8_rev_13,0,,,,,,,,
10jun19_31may19_SKIVE_f6_sp1_8_rev,48,0.27027,0.0056596,8,10jun19_31may19_SKIVE_f6_sp1_8_rev_8,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_1.1_rev,81,1.5385,0.018941,2,11jan19_27oct18_SKIVE_m1_sp1_1.1_rev_2,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_12.1_rev,138,2.1212,0.015399,16,11jan19_27oct18_SKIVE_m1_sp1_12.1_rev_16,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_16.2_rev,69,2.9973,0.043639,7,11jan19_27oct18_SKIVE_m1_sp1_16.2_rev_7,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_16.2_rev,111,3.5821,0.032413,9,11jan19_27oct18_SKIVE_m1_sp1_16.2_rev_9,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_2.1_rev,101,4.0406,0.039895,10,11jan19_27oct18_SKIVE_m1_sp1_2.1_rev_10,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_2.1_rev,66,3.2491,0.049045,11,11jan19_27oct18_SKIVE_m1_sp1_2.1_rev_11,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_2.1_rev,86,2.5,0.029162,4,11jan19_27oct18_SKIVE_m1_sp1_2.1_rev_4,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_2.1_rev,114,1.8182,0.016019,6,11jan19_27oct18_SKIVE_m1_sp1_2.1_rev_6,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_2.1_rev,67,2.3333,0.034628,9,11jan19_27oct18_SKIVE_m1_sp1_2.1_rev_9,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_2.2_rev,110,3.5942,0.032732,13,11jan19_27oct18_SKIVE_m1_sp1_2.2_rev_13,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_20.1_rev,51,3.4921,0.068533,10,11jan19_27oct18_SKIVE_m1_sp1_20.1_rev_10,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_20.1_rev,140,4.7652,0.034003,5,11jan19_27oct18_SKIVE_m1_sp1_20.1_rev_5,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_20.1_rev,86,5.2373,0.061031,6,11jan19_27oct18_SKIVE_m1_sp1_20.1_rev_6,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_21_rev,83,4.2144,0.050761,10,11jan19_27oct18_SKIVE_m1_sp1_21_rev_10,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_21_rev,68,2.9628,0.043452,11,11jan19_27oct18_SKIVE_m1_sp1_21_rev_11,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_21_rev,150,5.1653,0.034478,9,11jan19_27oct18_SKIVE_m1_sp1_21_rev_9,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_23.1_rev,115,1.8462,0.016037,10,11jan19_27oct18_SKIVE_m1_sp1_23.1_rev_10,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_23.1_rev,72,4.0622,0.056324,3,11jan19_27oct18_SKIVE_m1_sp1_23.1_rev_3,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_23.1_rev,58,2.8209,0.048917,9,11jan19_27oct18_SKIVE_m1_sp1_23.1_rev_9,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_23.2_rev,66,9.9736,0.15094,17,11jan19_27oct18_SKIVE_m1_sp1_23.2_rev_17,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_23.2_rev,70,5.6386,0.08038,6,11jan19_27oct18_SKIVE_m1_sp1_23.2_rev_6,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_24_rev,150,5.1331,0.034134,3,11jan19_27oct18_SKIVE_m1_sp1_24_rev_3,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_24_rev,116,3.8235,0.032857,5,11jan19_27oct18_SKIVE_m1_sp1_24_rev_5,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_24_rev,160,5.2862,0.033081,6,11jan19_27oct18_SKIVE_m1_sp1_24_rev_6,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_24_rev,124,5.0406,0.040525,9,11jan19_27oct18_SKIVE_m1_sp1_24_rev_9,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_25_rev,135,2.029,0.015012,1,11jan19_27oct18_SKIVE_m1_sp1_25_rev_1,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_25_rev,63,1.4925,0.02359,2,11jan19_27oct18_SKIVE_m1_sp1_25_rev_2,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_26_rev,114,2.2857,0.02008,13,11jan19_27oct18_SKIVE_m1_sp1_26_rev_13,0,,,,,,,,this cell might be missing some good chrms
11jan19_27oct18_SKIVE_m1_sp1_26_rev,77,4.6299,0.060305,15,11jan19_27oct18_SKIVE_m1_sp1_26_rev_15,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_26_rev,99,5.5574,0.055958,4,11jan19_27oct18_SKIVE_m1_sp1_26_rev_4,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_27_rev,159,3.5294,0.022168,4,11jan19_27oct18_SKIVE_m1_sp1_27_rev_4,0,,,,,,,,lso might be missing good chrms
11jan19_27oct18_SKIVE_m1_sp1_29_rev,138,4.5931,0.033305,10,11jan19_27oct18_SKIVE_m1_sp1_29_rev_10,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_30_rev,61,5.4259,0.089304,6,11jan19_27oct18_SKIVE_m1_sp1_30_rev_6,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_31_rev,145,6.362,0.043819,1,11jan19_27oct18_SKIVE_m1_sp1_31_rev_1,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_31_rev,124,19.4196,0.15626,11,11jan19_27oct18_SKIVE_m1_sp1_31_rev_11,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_5_rev,59,2.1622,0.036711,13,11jan19_27oct18_SKIVE_m1_sp1_5_rev_13,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_6_rev,77,4.5161,0.05839,9,11jan19_27oct18_SKIVE_m1_sp1_6_rev_9,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_8.1_rev,155,2.9851,0.019255,11,11jan19_27oct18_SKIVE_m1_sp1_8.1_rev_11,0,,,,,,,,
11jan19_27oct18_SKIVE_m1_sp1_9_rev,82,10.528,0.12808,12,11jan19_27oct18_SKIVE_m1_sp1_9_rev_12,0,,,,,,,,bend
12sep19_31may19_SKIVE_m1_sp1_12.1_rev,84,4.8259,0.057429,4,12sep19_31may19_SKIVE_m1_sp1_12.1_rev_4,0,,,,,,,,
12sep19_31may19_SKIVE_m1_sp1_13.1_rev,129,3.9389,0.030439,9,12sep19_31may19_SKIVE_m1_sp1_13.1_rev_9,0,,,,,,,,
12sep19_31may19_SKIVE_m1_sp1_17_rev,55,7.2549,0.13263,18,12sep19_31may19_SKIVE_m1_sp1_17_rev_18,0,,,,,,,,
12sep19_31may19_SKIVE_m1_sp1_17_rev,60,3.7307,0.062076,9,12sep19_31may19_SKIVE_m1_sp1_17_rev_9,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.2_rev,73,3.8235,0.052207,2,18jul19_31may19_SKIVE_m2_sp1_10.2_rev_2,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.2_rev,118,6.4581,0.054517,5,18jul19_31may19_SKIVE_m2_sp1_10.2_rev_5,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.3_rev,50,3.1746,0.063296,11,18jul19_31may19_SKIVE_m2_sp1_10.3_rev_11,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.3_rev,94,2.0896,0.022191,13,18jul19_31may19_SKIVE_m2_sp1_10.3_rev_13,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.3_rev,110,29.5127,0.26911,14,18jul19_31may19_SKIVE_m2_sp1_10.3_rev_14,0,0,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.3_rev,28,3.579,0.12708,15,18jul19_31may19_SKIVE_m2_sp1_10.3_rev_15,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.3_rev,76,1.7647,0.023312,18,18jul19_31may19_SKIVE_m2_sp1_10.3_rev_18,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.3_rev,65,6.6775,0.10288,2,18jul19_31may19_SKIVE_m2_sp1_10.3_rev_2,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.3_rev,21,1.6129,0.076783,20,18jul19_31may19_SKIVE_m2_sp1_10.3_rev_20,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.3_rev,75,8.6291,0.11527,21,18jul19_31may19_SKIVE_m2_sp1_10.3_rev_21,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.4_rev,22,2.8986,0.13219,4,18jul19_31may19_SKIVE_m2_sp1_10.4_rev_4,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.4_rev,50,21.973,0.4404,5,18jul19_31may19_SKIVE_m2_sp1_10.4_rev_5,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.4_rev,70,3.0769,0.043663,6,18jul19_31may19_SKIVE_m2_sp1_10.4_rev_6,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_10.4_rev,93,3.2802,0.035281,9,18jul19_31may19_SKIVE_m2_sp1_10.4_rev_9,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.1_rev,50,2.8125,0.056258,1,18jul19_31may19_SKIVE_m2_sp1_13.1_rev_1,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.1_rev,91,2,0.021925,10,18jul19_31may19_SKIVE_m2_sp1_13.1_rev_10,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.1_rev,130,63.3144,0.4857,11,18jul19_31may19_SKIVE_m2_sp1_13.1_rev_11,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.1_rev,53,5.1559,0.096812,16,18jul19_31may19_SKIVE_m2_sp1_13.1_rev_16,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.1_rev,183,1.7647,0.0096662,2,18jul19_31may19_SKIVE_m2_sp1_13.1_rev_2,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.2_rev,89,6.4463,0.072394,5,18jul19_31may19_SKIVE_m2_sp1_13.2_rev_5,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.2_rev,79,22.2918,0.28285,6,18jul19_31may19_SKIVE_m2_sp1_13.2_rev_6,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.3_rev,85,1.7647,0.020826,10,18jul19_31may19_SKIVE_m2_sp1_13.3_rev_10,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.3_rev,79,2.0896,0.026404,15,18jul19_31may19_SKIVE_m2_sp1_13.3_rev_15,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_13.3_rev,48,6.6509,0.1387,16,18jul19_31may19_SKIVE_m2_sp1_13.3_rev_16,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_14_rev,145,5.4023,0.03725,1,18jul19_31may19_SKIVE_m2_sp1_14_rev_1,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_14_rev,91,3.6477,0.039925,13,18jul19_31may19_SKIVE_m2_sp1_14_rev_13,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_14_rev,62,2.3881,0.038243,14,18jul19_31may19_SKIVE_m2_sp1_14_rev_14,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_14_rev,104,2.2222,0.021461,5,18jul19_31may19_SKIVE_m2_sp1_14_rev_5,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_14_rev,72,3.3846,0.047301,7,18jul19_31may19_SKIVE_m2_sp1_14_rev_7,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_15_rev,137,5.4821,0.039898,1,18jul19_31may19_SKIVE_m2_sp1_15_rev_1,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_15_rev,170,7.6859,0.04516,5,18jul19_31may19_SKIVE_m2_sp1_15_rev_5,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_15_rev,198,88.7987,0.44829,6,18jul19_31may19_SKIVE_m2_sp1_15_rev_6,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_15_rev,76,4.9708,0.0651,7,18jul19_31may19_SKIVE_m2_sp1_15_rev_7,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_18_rev,32,2.0339,0.062598,1,18jul19_31may19_SKIVE_m2_sp1_18_rev_1,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_18_rev,136,3.8128,0.027985,12,18jul19_31may19_SKIVE_m2_sp1_18_rev_12,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_18_rev,142,61.9779,0.4368,15,18jul19_31may19_SKIVE_m2_sp1_18_rev_15,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_18_rev,76,7.7486,0.10213,18,18jul19_31may19_SKIVE_m2_sp1_18_rev_18,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_18_rev,36,1.6438,0.045822,9,18jul19_31may19_SKIVE_m2_sp1_18_rev_9,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_19_rev,122,3.7815,0.031053,13,18jul19_31may19_SKIVE_m2_sp1_19_rev_13,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_19_rev,113,1.4925,0.013189,15,18jul19_31may19_SKIVE_m2_sp1_19_rev_15,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_19_rev,94,3.46,0.036804,3,18jul19_31may19_SKIVE_m2_sp1_19_rev_3,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_19_rev,97,2.6087,0.026811,7,18jul19_31may19_SKIVE_m2_sp1_19_rev_7,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_20_rev,104,4.579,0.044075,10,18jul19_31may19_SKIVE_m2_sp1_20_rev_10,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_20_rev,106,7.1828,0.068047,3,18jul19_31may19_SKIVE_m2_sp1_20_rev_3,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_20_rev,105,49.6847,0.47432,4,18jul19_31may19_SKIVE_m2_sp1_20_rev_4,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_21.1_rev,128,2.3188,0.01815,11,18jul19_31may19_SKIVE_m2_sp1_21.1_rev_11,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_21.1_rev,64,25.8577,0.40231,2,18jul19_31may19_SKIVE_m2_sp1_21.1_rev_2,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_21.1_rev,107,3.7066,0.034706,6,18jul19_31may19_SKIVE_m2_sp1_21.1_rev_6,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_21.1_rev,113,3.0608,0.027131,9,18jul19_31may19_SKIVE_m2_sp1_21.1_rev_9,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_21.2_rev,164,3.0303,0.018422,2,18jul19_31may19_SKIVE_m2_sp1_21.2_rev_2,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_21.2_rev,111,2.9412,0.026596,6,18jul19_31may19_SKIVE_m2_sp1_21.2_rev_6,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_21.2_rev,77,2.7692,0.03601,7,18jul19_31may19_SKIVE_m2_sp1_21.2_rev_7,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_22.1_rev,98,2.2581,0.022956,1,18jul19_31may19_SKIVE_m2_sp1_22.1_rev_1,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_22.1_rev,106,2.3529,0.022208,5,18jul19_31may19_SKIVE_m2_sp1_22.1_rev_5,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_22.1_rev,135,2.0896,0.015484,9,18jul19_31may19_SKIVE_m2_sp1_22.1_rev_9,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_23_rev,105,6.7924,0.064718,12,18jul19_31may19_SKIVE_m2_sp1_23_rev_12,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_23_rev,130,2.0896,0.016049,2,18jul19_31may19_SKIVE_m2_sp1_23_rev_2,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_23_rev,63,5.3522,0.085382,5,18jul19_31may19_SKIVE_m2_sp1_23_rev_5,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_8_rev,141,3.9394,0.027912,2,18jul19_31may19_SKIVE_m2_sp1_8_rev_2,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_8_rev,107,3.9394,0.036891,9,18jul19_31may19_SKIVE_m2_sp1_8_rev_9,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_9_rev,88,3.7673,0.042941,3,18jul19_31may19_SKIVE_m2_sp1_9_rev_3,0,,,,,,,,
18jul19_31may19_SKIVE_m2_sp1_9_rev,104,3.0452,0.02932,4,18jul19_31may19_SKIVE_m2_sp1_9_rev_4,0,,,,,,,,bend
18sep19_19aug19_SKIVE_m2_sp1_1.1_rev,125,6.4049,0.051168,10,18sep19_19aug19_SKIVE_m2_sp1_1.1_rev_10,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_1.1_rev,107,6.1753,0.057982,2,18sep19_19aug19_SKIVE_m2_sp1_1.1_rev_2,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_1.1_rev,86,4.335,0.050201,5,18sep19_19aug19_SKIVE_m2_sp1_1.1_rev_5,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_1.1_rev,66,1.7391,0.026272,9,18sep19_19aug19_SKIVE_m2_sp1_1.1_rev_9,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_10_rev,134,4.3124,0.032271,11,18sep19_19aug19_SKIVE_m2_sp1_10_rev_11,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_11_rev,41,6.152,0.14891,13,18sep19_19aug19_SKIVE_m2_sp1_11_rev_13,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_11_rev,110,0.59701,0.0054071,14,18sep19_19aug19_SKIVE_m2_sp1_11_rev_14,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_11_rev,83,3.1884,0.038364,19,18sep19_19aug19_SKIVE_m2_sp1_11_rev_19,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_12_rev,109,35.3048,0.3234,10,18sep19_19aug19_SKIVE_m2_sp1_12_rev_10,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_12_rev,124,1.4925,0.012007,12,18sep19_19aug19_SKIVE_m2_sp1_12_rev_12,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_12_rev,61,1.875,0.030731,2,18sep19_19aug19_SKIVE_m2_sp1_12_rev_2,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_14.1_rev,102,1.4493,0.014204,10,18sep19_19aug19_SKIVE_m2_sp1_14.1_rev_10,0,,,,,,,,1 chrm segmentedf
18sep19_19aug19_SKIVE_m2_sp1_14.1_rev,78,5.0426,0.064719,2,18sep19_19aug19_SKIVE_m2_sp1_14.1_rev_2,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_14.1_rev,123,34.2766,0.27763,8,18sep19_19aug19_SKIVE_m2_sp1_14.1_rev_8,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_14.2_rev,175,3.1884,0.018241,1,18sep19_19aug19_SKIVE_m2_sp1_14.2_rev_1,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_14.2_rev,140,42.6805,0.30393,10,18sep19_19aug19_SKIVE_m2_sp1_14.2_rev_10,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_14.2_rev,89,4.9965,0.055942,2,18sep19_19aug19_SKIVE_m2_sp1_14.2_rev_2,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_14.2_rev,153,0.29851,0.0019556,7,18sep19_19aug19_SKIVE_m2_sp1_14.2_rev_7,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_14.2_rev,160,78.6495,0.49205,9,18sep19_19aug19_SKIVE_m2_sp1_14.2_rev_9,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_15.1_rev,76,6.8396,0.089413,12,18sep19_19aug19_SKIVE_m2_sp1_15.1_rev_12,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_15.1_rev,29,3.6923,0.12656,15,18sep19_19aug19_SKIVE_m2_sp1_15.1_rev_15,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_15.1_rev,25,6.1495,0.2431,16,18sep19_19aug19_SKIVE_m2_sp1_15.1_rev_16,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_15.1_rev,40,5.5488,0.13952,17,18sep19_19aug19_SKIVE_m2_sp1_15.1_rev_17,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_15.1_rev,51,10.0487,0.19591,19,18sep19_19aug19_SKIVE_m2_sp1_15.1_rev_19,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_15.1_rev,99,0.30303,0.0030708,4,18sep19_19aug19_SKIVE_m2_sp1_15.1_rev_4,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_15.1_rev,32,5.8116,0.1823,9,18sep19_19aug19_SKIVE_m2_sp1_15.1_rev_9,0,,,,,,,,
18sep19_19aug19_SKIVE_m2_sp1_15.2_rev,72,4.9073,0.067849,2,18sep19_19aug19_SKIVE_m2_sp1_15.2_rev_2,0,,,,,,,,
